# GSE103092.analysis.more.ids3.Rmd 
# 1593285614 
# Input file: geo.datasets/GSE103092/GSE103092.txt 
"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Gene.symbol"
"A_33_P3264116"	0.8581308	0.492	-0.7083532	-5.968809	-0.148982	"NHLRC1"
"A_23_P3956"	0.970524	0.868	0.1702236	-6.209018	0.05086	"C1QTNF1"
"A_23_P391764"	0.9721745	0.873	0.162892	-6.210283	0.0345162	"RAPGEF1"
"A_23_P304237"	0.994155	0.978	-0.028718	-6.223616	-0.0081894	"RAPGEF1"
"A_23_P149626"	0.6538159	0.162	-1.4867746	-5.170687	-0.804364	"PLEKHG5"
"A_33_P3272539"	0.9990272	0.995	-0.0058957	-6.224027	-0.0009579	"PLEKHG5"
"A_24_P193295"	0.4005838	0.0288	-2.4699811	-3.66655	-0.8394407	"RAB15"
"A_33_P3334877"	0.7453667	0.272	-1.1482373	-5.574522	-0.1924911	"KRTAP10-4"
"A_33_P3293778"	0.9767264	0.889	0.1420578	-6.213575	0.0293322	"KRTAP10-4"
"A_33_P3293768"	0.7124331	0.227	-1.2694839	-5.438888	-0.2397959	"KRTAP10-6"
"A_33_P3293763"	0.8959828	0.589	0.5552749	-6.065972	0.1703471	"KRTAP10-7"
"A_33_P3293753"	0.9180527	0.658	0.453779	-6.118035	0.133011	"KRTAP10-9"
"A_33_P3293798"	0.7919533	0.356	-0.9590398	-5.763885	-0.2384209	"KRTAP10-1"
"A_33_P3288574"	0.63411	0.144	-1.5589552	-5.075089	-0.5318024	"KRTAP10-11"
"A_33_P3256282"	0.668423	0.176	-1.4350355	-5.237294	-0.2298154	"KRTAP10-2"
"A_33_P3256272"	0.8407993	0.454	-0.7729254	-5.921318	-0.1993007	"KRTAP10-5"
"A_33_P3293760"	0.7139061	0.229	1.2660255	-5.442902	0.1983554	"KRTAP10-8"
"A_33_P3293785"	0.8948857	0.582	-0.565519	-6.060163	-0.1105039	"KRTAP10-3"
"A_33_P3354399"	0.723982	0.241	1.2311512	-5.482914	0.2374808	"KRTAP12-3"
"A_33_P3354394"	0.5677903	0.0977	-1.7897655	-4.750303	-0.3096571	"KRTAP12-4"
"A_33_P3357651"	0.669866	0.177	1.4311787	-5.242193	0.5201669	"KRTAP10-12"
"A_33_P3397520"	0.9373849	0.728	0.3552927	-6.158844	0.0761303	"KRTAP10-12"
"A_23_P318396"	0.3608972	0.0209	2.6403234	-3.375524	0.8937732	"CELF1"
"A_23_P141992"	0.9913065	0.965	-0.0446333	-6.22301	-0.0208612	"HSD11B1L"
"A_24_P205213"	0.8695755	0.515	-0.6698912	-5.995286	-0.2390997	"ARSB"
"A_23_P103328"	0.8458317	0.465	-0.7530137	-5.936365	-0.1975052	"PTGER3"
"A_33_P3265744"	0.8044561	0.377	-0.9150114	-5.803806	-0.1990764	"PTGER3"
"A_33_P3265749"	0.8576373	0.49	-0.7113271	-5.966705	-0.3784619	"PTGER3"
"A_33_P3265739"	0.7435339	0.27	-1.1529645	-5.569435	-0.524773	"PTGER3"
"A_24_P257478"	0.9158424	0.652	0.4626138	-6.113903	0.1274493	"COL25A1"
"A_33_P3295538"	0.9046295	0.615	-0.5151872	-6.087734	-0.1262464	"AMIGO3"
"A_23_P306655"	0.9124912	0.639	0.4804444	-6.105331	0.1086727	"AMIGO3"
"A_23_P6935"	0.9178419	0.657	0.4542349	-6.117824	0.1651426	"CD47"
"A_23_P205646"	0.7899012	0.352	0.9663991	-5.757055	0.1831841	"MAP4K5"
"A_33_P3232995"	0.6476369	0.156	-1.5106631	-5.139387	-0.4415022	"TDRD1"
"A_33_P3373329"	0.8298566	0.431	0.8136505	-5.88944	0.1446331	"TDRD1"
"A_23_P415706"	0.4458852	0.0392	-2.3027941	-3.946243	-1.3424783	"ADGRD1"
"A_33_P3391135"	0.797287	0.364	0.9424284	-5.779137	0.171936	"ADGRD1"
"A_33_P3302577"	0.1911636	0.00393	-3.5268637	-1.815111	-0.7470977	"ADGRD1"
"A_24_P84340"	0.8955473	0.585	0.5612993	-6.062568	0.1277593	"MAST4"
"A_32_P215318"	0.9041627	0.612	0.5200188	-6.085194	0.180875	"ACACA"
"A_33_P3334225"	0.8513445	0.478	-0.7309365	-5.95263	-0.2545113	"ACACA"
"A_24_P832156"	0.3160685	0.0142	-2.8475952	-3.015341	-0.4821818	"FAM120AOS"
"A_24_P59735"	0.9082585	0.628	-0.4968683	-6.097159	-0.1631555	"SIAH3"
"A_32_P184488"	0.7389291	0.262	1.1739498	-5.546653	0.5710707	"PHLDB3"
"A_23_P130482"	0.9373849	0.729	0.3539266	-6.159342	0.0882666	"ZNF211"
"A_24_P152188"	0.8579845	0.491	-0.7093243	-5.968123	-0.2409789	"PRICKLE2"
"A_23_P39402"	0.7325844	0.252	-1.2007008	-5.517141	-0.305109	"ALKBH6"
"A_24_P17722"	0.7759187	0.325	-1.0235538	-5.702504	-0.2150765	"TBC1D9B"
"A_33_P3318852"	0.7729129	0.321	-1.0339442	-5.692303	-0.3473448	"TBC1D8B"
"A_23_P137865"	0.988544	0.949	-0.0652176	-6.221837	-0.0132864	"MTX1"
"A_23_P31055"	0.9579366	0.816	-0.2374171	-6.194846	-0.0522769	"NUP43"
"A_33_P3273063"	0.5759416	0.103	1.7614811	-4.791553	0.3785895	"NUP43"
"A_24_P86240"	0.9567793	0.811	-0.2438233	-6.193253	-0.0938206	"BMP2K"
"A_24_P241792"	0.7985533	0.366	0.9370186	-5.784054	0.3071329	"ZNF160"
"A_24_P16950"	0.6969045	0.207	1.331488	-5.365516	0.3550744	"ZNF160"
"A_32_P25514"	0.9556184	0.806	-0.2503159	-6.191596	-0.1561897	"GABRG2"
"A_33_P3369786"	0.9577787	0.815	0.2388815	-6.194486	0.0520352	"UBE3D"
"A_24_P626931"	0.8187172	0.406	-0.8601583	-5.851249	-0.2699379	"UBE3D"
"A_33_P3369781"	0.9527244	0.794	-0.2668654	-6.187177	-0.0792524	"UBE3D"
"A_23_P127352"	0.8970051	0.59	0.5525897	-6.067478	0.1124055	"MRGPRD"
"A_24_P139604"	0.6806243	0.189	-1.3884322	-5.29586	-0.4220488	"PYHIN1"
"A_23_P423926"	0.5603981	0.0936	-1.8146237	-4.71374	-1.034647	"SS18L1"
"A_23_P435501"	0.8818641	0.549	-0.6166118	-6.02969	-0.1257512	"SERINC3"
"A_33_P3254246"	0.8052679	0.379	0.9115097	-5.806911	0.3254202	"OR7C1"
"A_23_P83184"	0.7881907	0.349	-0.9723669	-5.751484	-0.2142775	"LCN6"
"A_33_P3270657"	0.9415642	0.746	0.3318013	-6.167143	0.1279544	"FAM111B"
"A_23_P134295"	0.9652523	0.845	-0.1993736	-6.20344	-0.0477039	"NUDT1"
"A_24_P923251"	0.9255804	0.681	-0.4208573	-6.132751	-0.1745961	"TGM2"
"A_33_P3250148"	0.9481426	0.775	-0.2919927	-6.179933	-0.0485723	"SP8"
"A_24_P23546"	0.9550286	0.803	0.2544835	-6.19051	0.0515858	"SP8"
"A_24_P120109"	0.5186892	0.0693	1.9866822	-4.453252	0.487919	"DHX57"
"A_23_P16908"	0.7897852	0.352	-0.9669666	-5.756526	-0.3092809	"DHX57"
"A_23_P2271"	0.7205918	0.237	-1.2430971	-5.469305	-0.5415237	"PTHLH"
"A_23_P14157"	0.0637145	0.00039	-4.7949171	0.359213	-1.1358977	"DZIP1"
"A_23_P165061"	0.6934509	0.202	-1.3466855	-5.347135	-0.4341456	"TLE5"
"A_23_P210643"	0.9424354	0.749	-0.3272808	-6.168676	-0.0837203	"NELFCD"
"A_33_P3338724"	0.7141968	0.229	1.2645957	-5.44456	0.4190618	"LENG9"
"A_33_P3284888"	0.9864565	0.938	-0.0790233	-6.220803	-0.0150457	"DLEU7"
"A_23_P130352"	0.7980861	0.365	-0.9405665	-5.780832	-0.3242267	"KCTD1"
"A_23_P130343"	0.8737536	0.526	-0.6527829	-6.006623	-0.1951624	"KCTD1"
"A_33_P3340525"	0.9423375	0.749	-0.3276293	-6.168559	-0.0891125	"SYT10"
"A_32_P152195"	0.2203689	0.00551	-3.3471841	-2.133267	-1.7788547	"STAC2"
"A_33_P3249259"	0.9076031	0.627	-0.4988712	-6.096145	-0.1913529	"TGM6"
"A_33_P3210463"	0.9778601	0.895	-0.1345293	-6.214655	-0.0333977	"TGM6"
"A_33_P3350164"	0.8510757	0.478	0.7320453	-5.951824	0.2251349	"CCDC178"
"A_23_P6201"	0.8870728	0.561	0.5969784	-6.041693	0.2355063	"LIPI"
"A_23_P142856"	0.9589303	0.82	0.2324415	-6.196055	0.0854981	"AQP12A"
"A_33_P3290011"	0.7781401	0.33	1.0142654	-5.711549	0.2827363	"LHFPL3"
"A_32_P158083"	0.3618946	0.0211	2.6372777	-3.380773	0.7082024	"LHFPL3"
"A_33_P3318668"	0.9639373	0.838	-0.208397	-6.201536	-0.0645903	"CYSRT1"
"A_33_P3232504"	0.9941091	0.977	0.0294973	-6.223593	0.0090001	"CYSRT1"
"A_24_P202581"	0.9883915	0.948	-0.0660819	-6.221778	-0.0136638	"ARHGEF1"
"A_23_P79015"	0.8679045	0.512	-0.674836	-5.991959	-0.1995068	"SCN1B"
"A_24_P67946"	0.7029942	0.215	-1.3053121	-5.396811	-0.3953858	"NUDT4"
"A_24_P50753"	0.7408158	0.265	-1.1670889	-5.554137	-0.4469349	"NUDT4"
"A_24_P130792"	0.9034309	0.611	0.5223677	-6.08395	0.1202738	"NSUN4"
"A_33_P3242264"	0.9260663	0.684	-0.4170969	-6.134364	-0.0814195	"NSUN4"
"A_33_P3415888"	0.8461112	0.466	0.7523562	-5.936856	0.289324	"TEPP"
"A_33_P3229818"	0.9593229	0.821	-0.231664	-6.196241	-0.0864801	"TBPL2"
"A_23_P103812"	0.8944274	0.58	-0.5675179	-6.059017	-0.1006721	"BRINP3"
"A_24_P328819"	0.6230353	0.134	-1.6027118	-5.015682	-0.3355356	"TRAPPC11"
"A_24_P929754"	0.9445134	0.756	0.3178096	-6.171821	0.10107	"MKNK2"
"A_23_P256172"	0.4975776	0.0597	-2.0709708	-4.321333	-0.5836135	"NDUFAF3"
"A_23_P327022"	0.712821	0.228	-1.2683332	-5.440224	-0.5009608	"MDFIC"
"A_24_P93896"	0.7021438	0.214	-1.3084509	-5.393083	-0.377755	"CNNM2"
"A_33_P3365524"	0.980155	0.906	-0.1205269	-6.216507	-0.0314121	"SETD3"
"A_23_P396917"	0.556913	0.0907	-1.832782	-4.686852	-0.4556041	"JHY"
"A_33_P3408953"	0.4464115	0.0394	-2.3000583	-3.950762	-0.9055068	"GGTLC2"
"A_32_P319200"	0.3400958	0.0176	-2.7326475	-3.215778	-0.9382257	"GGTLC2"
"A_33_P3259801"	0.6806243	0.189	1.3887837	-5.295424	0.3139436	"TMEM189"
"A_33_P3284939"	0.8862896	0.56	0.5993308	-6.040274	0.2108229	"TMEM189"
"A_33_P3381398"	0.7017674	0.214	1.3094566	-5.391887	0.3788572	"VAX1"
"A_33_P3382412"	0.9460105	0.763	0.308687	-6.174765	0.0834833	"ZNF468"
"A_32_P29615"	0.5044169	0.0625	2.0450082	-4.362245	0.5411738	"ZNF468"
"A_23_P133279"	0.4393352	0.037	-2.3336644	-3.895113	-0.8409436	"ATPSCKMT"
"A_33_P3308137"	0.9051411	0.617	-0.5121489	-6.08932	-0.1831164	"FAM221A"
"A_33_P3287939"	0.9257879	0.682	-0.4188123	-6.13363	-0.1416955	"FAM221A"
"A_33_P3256785"	0.8094523	0.387	0.8959788	-5.820558	0.2582318	"CARM1"
"A_23_P76823"	0.5186892	0.0693	-1.9866184	-4.453351	-0.519656	"ADSS1"
"A_23_P202448"	0.2511036	0.00775	3.1670865	-2.452351	1.7707541	"CXCL12"
"A_24_P336551"	0.8669102	0.51	0.6785159	-5.989468	0.3035818	"BGLAP"
"A_24_P175427"	0.7691746	0.314	-1.0482828	-5.678086	-0.2934739	"MRRF"
"A_33_P3420852"	0.9038622	0.611	0.5214677	-6.084427	0.0973515	"KIRREL2"
"A_23_P315451"	0.9468079	0.767	0.3030785	-6.176533	0.1292037	"KIRREL2"
"A_33_P3366064"	0.9818435	0.913	-0.1114089	-6.217603	-0.0220234	"SOGA1"
"A_33_P3223898"	0.8949939	0.582	-0.5646627	-6.060652	-0.1470953	"PRSS45"
"A_33_P3372451"	0.6007512	0.117	-1.6847334	-4.901516	-0.4028286	"DNPH1"
"A_23_P70843"	0.842899	0.46	0.7619043	-5.92969	0.1249708	"BPGM"
"A_21_P0000082"	0.7880539	0.348	-0.9747108	-5.749287	-0.3078198	"LARP4"
"A_23_P70047"	0.8414442	0.455	-0.7710429	-5.922756	-0.159491	""
"A_33_P3371320"	0.6972961	0.207	-1.3294512	-5.367968	-0.2876451	"BABAM2"
"A_23_P90790"	0.7029942	0.215	-1.3057402	-5.396303	-0.33111	"METAP1D"
"A_23_P120125"	0.8671631	0.51	0.6774136	-5.990215	0.3155727	"COLEC11"
"A_24_P53215"	0.9752952	0.883	-0.1501443	-6.212351	-0.060336	"UNC13D"
"A_24_P37887"	0.9556184	0.806	-0.2502879	-6.191603	-0.0461074	"GPR150"
"A_24_P91165"	0.6736216	0.181	-1.4181311	-5.258697	-0.297218	"CACNB1"
"A_33_P3288754"	0.7005333	0.212	-1.3154745	-5.384716	-0.3789938	"C19orf48"
"A_21_P0013888"	0.0593615	0.000342	-4.8700282	0.481843	-0.888666	"TPTE2"
"A_21_P0011133"	0.8944274	0.58	0.5675094	-6.059022	0.1114201	"TPTE2"
"A_24_P118052"	0.9698825	0.864	-0.1743996	-6.208273	-0.03545	"TPTE2"
"A_33_P3265514"	0.9368427	0.726	-0.3577786	-6.157933	-0.0877078	"TPTE"
"A_33_P3247392"	0.9953546	0.981	0.0239922	-6.223746	0.0094585	"TPTE"
"A_33_P3282075"	0.4128717	0.0311	-2.4287273	-3.736172	-0.7091912	"SP6"
"A_33_P3291092"	0.8596197	0.495	0.702474	-5.972945	0.1237218	"THSD1"
"A_24_P595717"	0.8850368	0.557	-0.6037711	-6.037582	-0.7965893	"TOGARAM2"
"A_33_P3228558"	0.9953805	0.981	0.023927	-6.223747	0.005449	"ARHGAP27"
"A_33_P3403107"	0.7994727	0.368	-0.933129	-5.787575	-0.2979532	"PRR19"
"A_32_P743184"	0.7408158	0.265	-1.1670576	-5.554171	-0.2473456	"DPPA3"
"A_24_P230176"	0.8979991	0.594	0.5467905	-6.070708	0.1628946	"CCDC137"
"A_33_P3250521"	0.9499154	0.783	-0.2819567	-6.182903	-0.1145048	"NEK5"
"A_32_P141923"	0.7980494	0.365	-0.9407559	-5.78066	-0.1975255	"NACA2"
"A_33_P3252414"	0.8840887	0.554	-0.6076121	-6.035237	-0.1275638	"TH"
"A_33_P3360997"	0.8287781	0.429	0.817114	-5.886661	0.1490641	"TH"
"A_33_P3300395"	0.4485401	0.0403	-2.2870271	-3.97226	-1.0119611	"CENPS"
"A_23_P344125"	0.8579845	0.491	0.7089268	-5.968404	0.1738096	"ISM2"
"A_23_P24633"	0.2236636	0.00578	-3.3222088	-2.177528	-0.7920136	"THYN1"
"A_33_P3252925"	0.7182979	0.235	1.2486341	-5.462963	0.1950401	"JADE1"
"A_23_P77852"	0.3898627	0.0265	-2.5147326	-3.590622	-0.6854532	"ZPBP2"
"A_23_P144476"	0.8418668	0.456	0.7686539	-5.924576	0.5216733	"SPRY1"
"A_23_P427014"	0.9735918	0.879	-0.1556233	-6.211483	-0.0560384	"CLDN8"
"A_24_P406986"	0.7941349	0.36	0.951207	-5.771105	0.2994885	"SLC43A3"
"A_23_P99906"	0.7100482	0.225	-1.2759867	-5.431317	-1.058014	"HOMER2"
"A_24_P262407"	0.8494845	0.475	-0.7365447	-5.94854	-0.2145448	"THRA"
"A_24_P161959"	0.9104156	0.633	0.4894267	-6.100895	0.0961289	"TMEM179B"
"A_32_P303449"	0.9766735	0.889	0.1426051	-6.213495	0.0582193	"SPEM1"
"A_33_P3293432"	0.9415209	0.745	0.3320726	-6.167051	0.0981481	"LRRC37A3"
"A_33_P3226465"	0.8417305	0.456	0.7692127	-5.92415	0.201084	"LRRC37A3"
"A_33_P3335183"	0.7614158	0.301	1.0786044	-5.647485	0.4543187	"LRRC37A3"
"A_33_P3328736"	0.7143087	0.23	-1.2631875	-5.44619	-0.2957758	"SVBP"
"A_24_P263937"	0.7714641	0.318	-1.04077	-5.685555	-0.2524456	"SVBP"
"A_23_P148785"	0.1350251	0.00186	3.9284868	-1.109286	0.8995146	"SFT2D2"
"A_23_P16798"	0.4717796	0.0491	-2.1786537	-4.149177	-0.4739318	"PFN4"
"A_33_P3284045"	0.935292	0.716	-0.3723825	-6.152458	-0.0825863	"NEK10"
"A_33_P3422213"	0.9478967	0.774	0.2940306	-6.179317	0.071039	"NEK10"
"A_33_P3383611"	0.6792608	0.187	1.3948033	-5.287935	0.6777139	"KCP"
"A_23_P406785"	0.8833581	0.552	-0.6107095	-6.033337	-0.3500169	"C9orf50"
"A_33_P3328317"	0.9985919	0.993	0.0092593	-6.224	0.0051269	"ILDR2"
"A_33_P3221753"	0.7645161	0.307	-1.0660783	-5.660214	-0.2657182	"SLC22A25"
"A_33_P3332625"	0.8375105	0.447	0.7851992	-5.911866	0.2676047	"PRB1"
"A_32_P34844"	0.8343941	0.441	-0.7966109	-5.902957	-0.174899	"ADAMTS18"
"A_33_P3339361"	0.5967035	0.114	-1.6994354	-4.880679	-0.6802218	"ARHGAP11A"
"A_23_P131771"	0.7739945	0.322	1.0305472	-5.695648	0.2092296	"TPD52L2"
"A_24_P205120"	0.7606864	0.3	-1.0820505	-5.643962	-0.2447474	"SPG7"
"A_23_P127964"	0.7389112	0.262	-1.1743242	-5.546244	-0.6234623	"PRCP"
"A_23_P218827"	0.5807769	0.105	-1.7464023	-4.813387	-1.2786015	"POLQ"
"A_33_P3349334"	0.8784063	0.539	-0.6324264	-6.019756	-0.1174739	"SOCS4"
"A_23_P206684"	0.8395825	0.451	-0.7775694	-5.917757	-0.1494421	"WWP2"
"A_33_P3342295"	0.8334364	0.439	-0.799724	-5.900507	-0.1482434	"VSX1"
"A_33_P3276678"	0.8194217	0.409	-0.8535564	-5.856785	-0.1730997	"VSX1"
"A_33_P3345314"	0.9079635	0.627	-0.4978946	-6.09664	-0.1168874	"ZFP64"
"A_23_P120467"	0.8936153	0.578	-0.5713897	-6.056788	-0.2014199	"ZFP64"
"A_32_P228699"	0.8740246	0.527	-0.6502752	-6.008262	-0.1596953	"PRDM10"
"A_23_P91250"	0.2376622	0.00669	-3.2450138	-2.314329	-0.7765025	"ZNF334"
"A_24_P399622"	0.9671467	0.851	-0.191348	-6.205063	-0.0503264	"COPE"
"A_33_P3242508"	0.2461783	0.00728	3.2000633	-2.393958	0.885553	"ZNF365"
"A_33_P3371154"	0.9167061	0.653	-0.4600282	-6.115121	-0.1067077	""
"A_33_P3242503"	0.7669157	0.31	-1.0585747	-5.66778	-0.306448	""
"A_33_P3382309"	0.9941188	0.977	-0.0292591	-6.2236	-0.0055912	"PRDM16"
"A_33_P3297580"	0.9806454	0.908	-0.1176721	-6.216859	-0.0262168	"CACNA1C"
"A_33_P3825869"	0.7878659	0.348	-0.9760652	-5.748016	-0.5343014	"CACNA1C"
"A_24_P383609"	0.8860885	0.559	0.6000851	-6.039818	0.3857474	"NANOS1"
"A_23_P394377"	0.9386814	0.734	-0.3479985	-6.161481	-0.1058013	"KCNRG"
"A_23_P58082"	0.8891074	0.565	0.5904609	-6.045597	0.1882841	"CCDC80"
"A_33_P3221284"	0.6435391	0.152	1.5255405	-5.119723	0.4239812	"CCDC80"
"A_23_P33894"	0.5490518	0.0851	-1.8694965	-4.632037	-0.4502021	"MAGED2"
"A_24_P196528"	0.9221782	0.672	-0.4334761	-6.127237	-0.1567878	"CRB1"
"A_23_P12357"	0.9628343	0.833	-0.2148719	-6.200118	-0.0477433	"CRB1"
"A_33_P3225066"	0.9818435	0.913	-0.1114266	-6.217601	-0.0365135	"DNAJC12"
"A_33_P3338417"	0.8798962	0.543	-0.6249858	-6.024459	-0.2532722	"WARS2"
"A_33_P3297415"	0.7670818	0.31	-1.0573233	-5.669038	-0.5913255	"NRP2"
"A_24_P50801"	0.9791664	0.902	-0.1258792	-6.215823	-0.0756147	"NRP2"
"A_23_P393727"	0.9302367	0.699	-0.3952152	-6.143468	-0.2466695	"NRP2"
"A_23_P200772"	0.9597501	0.822	0.2298453	-6.196675	0.0513155	"ZNF644"
"A_24_P256337"	0.9678909	0.854	-0.1879242	-6.205735	-0.0355861	"ZNF644"
"A_19_P00317887"	0.4907956	0.0571	-2.0956281	-4.282257	-0.7352188	"MPRIP"
"A_19_P00811812"	0.408057	0.0303	-2.442854	-3.712373	-0.7331766	"MPRIP"
"A_19_P00803575"	0.6959172	0.205	-1.3359043	-5.360191	-0.4491934	"MPRIP"
"A_24_P406830"	0.9915459	0.966	-0.0433206	-6.22307	-0.0085236	"MTMR2"
"A_23_P64019"	0.7618064	0.302	1.07718	-5.648939	0.2649058	"MTMR2"
"A_24_P106591"	0.4034976	0.0294	-2.4576825	-3.687344	-0.4558555	"BLOC1S5"
"A_33_P3351955"	0.6517992	0.16	1.493695	-5.161655	0.2422445	"EGFR"
"A_33_P3351944"	0.93335	0.709	0.3824227	-6.148569	0.3140643	"EGFR"
"A_33_P3301915"	0.6118155	0.125	-1.6447934	-4.957555	-0.4093394	"USP51"
"A_33_P3419098"	0.8486616	0.473	0.7403578	-5.945743	0.1773923	"PLEC"
"A_23_P22119"	0.9535798	0.799	-0.2606965	-6.188857	-0.075624	"PLEC"
"A_33_P3239849"	0.6235868	0.135	-1.599051	-5.020693	-0.3788061	"GPX1"
"A_33_P3354322"	0.565023	0.0963	-1.7984716	-4.73753	-0.3508828	"GPX1"
"A_33_P3386932"	0.7100482	0.225	-1.2762621	-5.430996	-0.4335887	"EEF2KMT"
"A_24_P392022"	0.4637467	0.0462	-2.2126278	-4.094087	-0.7362113	"EEF2KMT"
"A_33_P3222045"	0.7951826	0.361	-0.9488172	-5.773298	-0.5504567	"EEF2KMT"
"A_33_P3239084"	0.793005	0.358	-0.9540894	-5.768454	-0.3346557	"EEF2KMT"
"A_33_P3260451"	0.2919542	0.011	-2.9801614	-2.782543	-0.5429223	"USP17L2"
"A_33_P3342153"	0.8225551	0.416	0.8408479	-5.867336	0.2180241	"USP17L2"
"A_33_P3292739"	0.9903983	0.959	-0.0522955	-6.222625	-0.0116146	"USP17L2"
"A_23_P106737"	0.8902856	0.568	0.5871444	-6.047568	0.1140977	"LUC7L"
"A_33_P3299170"	0.9440319	0.754	-0.3199308	-6.171125	-0.078442	"LUC7L"
"A_33_P3362371"	0.7328245	0.252	1.1999613	-5.517963	0.229323	"RTN3"
"A_33_P3235420"	0.8017918	0.373	0.9240038	-5.795784	0.3866516	"RASSF6"
"A_24_P82466"	0.9354724	0.717	0.3706871	-6.153104	0.2378257	"GAS7"
"A_23_P107211"	0.1886846	0.00382	3.5412432	-1.789687	0.6764793	"RAB5C"
"A_23_P2258"	0.907282	0.625	0.5016153	-6.094748	0.1189549	"CCDC62"
"A_33_P3368610"	0.9089095	0.629	-0.4948253	-6.09819	-0.1032281	"PPHLN1"
"A_33_P3230478"	0.5188012	0.0695	1.985407	-4.455227	0.659539	"C1S"
"A_23_P105307"	0.9767264	0.889	0.1420511	-6.213576	0.1000568	"DGKA"
"A_32_P210642"	0.9486877	0.777	-0.2890743	-6.180807	-0.1401992	"EGFL7"
"A_23_P366726"	0.9528617	0.794	0.2662497	-6.187346	0.088069	"SLC25A35"
"A_23_P206280"	0.9728852	0.877	-0.1578909	-6.211114	-0.1709926	"ADGRG1"
"A_33_P3334515"	0.7601737	0.297	-1.0879522	-5.637907	-0.5133652	"NDRG2"
"A_33_P3383233"	0.7246489	0.242	-1.2286563	-5.485743	-0.610896	"NDRG2"
"A_24_P233915"	0.8284382	0.428	-0.8192869	-5.884912	-0.1947183	"MED8"
"A_33_P3259522"	0.9877892	0.946	0.0691454	-6.221563	0.0120745	"CDCP2"
"A_33_P3388865"	0.8738281	0.526	0.6518882	-6.007208	0.1760832	"LRRC10"
"A_23_P20484"	0.7876555	0.347	-0.9764922	-5.747615	-0.8891716	"FGL1"
"A_33_P3362321"	0.9666656	0.85	-0.1927728	-6.20478	-0.0680746	"FHL2"
"A_33_P3327617"	0.6813379	0.19	-1.3863946	-5.298389	-0.6765936	"FCGR2A"
"A_23_P118741"	0.7058135	0.219	-1.2956199	-5.408281	-0.232473	"SLC16A13"
"A_23_P10194"	0.9237731	0.676	-0.4281606	-6.129579	-0.1419297	"SEZ6L2"
"A_24_P127719"	0.9526882	0.794	0.266997	-6.18714	0.0573227	"MAFA"
"A_23_P121545"	0.8054317	0.379	0.9112743	-5.807119	0.1697434	"GPM6A"
"A_21_P0012651"	0.3322461	0.0162	-2.7775183	-3.13772	-0.7291595	"EEF2KMT"
"A_23_P53467"	0.3801761	0.0241	-2.5660215	-3.503119	-0.7425517	"IKBIP"
"A_24_P405190"	0.2581531	0.00833	3.1287346	-2.520222	0.6039774	"USP33"
"A_33_P3216316"	0.9416782	0.746	0.3312625	-6.167327	0.0685278	"TRIM41"
"A_24_P201153"	0.8335372	0.439	0.7992113	-5.900911	0.381406	"TJP2"
"A_23_P11843"	0.9505421	0.786	0.2777741	-6.184111	0.0477224	"LRRN2"
"A_23_P129291"	0.9895704	0.955	0.0581307	-6.22229	0.0148466	"TGM5"
"A_23_P355471"	0.9242858	0.677	-0.4259944	-6.130526	-0.1059764	"TBXA2R"
"A_23_P75749"	0.8297235	0.431	-0.8143979	-5.888841	-0.1730575	"GLYAT"
"A_33_P3402615"	0.9725161	0.875	-0.1610916	-6.210585	-0.1454428	"SLC6A9"
"A_23_P11984"	0.8497602	0.476	-0.735641	-5.949201	-0.2789059	"SLC6A9"
"A_33_P3266390"	0.6140322	0.127	1.6351652	-4.970939	0.359788	"SLC28A1"
"A_33_P3212027"	0.6924042	0.201	-1.3491643	-5.344123	-0.2637719	"ELF2"
"A_23_P317756"	0.9650834	0.845	-0.2000907	-6.203292	-0.0408083	"ACSM3"
"A_33_P3365037"	0.7695994	0.315	-1.0472273	-5.679138	-0.5706322	"ERCC1"
"A_33_P3228128"	0.6975017	0.208	-1.3281582	-5.369523	-0.6968646	"ERCC1"
"A_23_P151150"	0.5529354	0.0874	-1.8545084	-4.654486	-1.3938301	"FOXM1"
"A_33_P3221443"	0.6807287	0.189	-1.3881095	-5.296261	-0.4936758	"ZNF254"
"A_33_P3252630"	0.8816576	0.548	0.61795	-6.028858	0.1361308	"ZNF254"
"A_33_P3252635"	0.8961774	0.589	0.5543795	-6.066475	0.1680554	"ZNF254"
"A_32_P144908"	0.9419479	0.747	0.3300335	-6.167745	0.0925354	"ZNF254"
"A_23_P29994"	0.8843921	0.555	0.6064127	-6.035971	0.1903006	"RBPJ"
"A_21_P0013567"	0.7727831	0.32	1.0352591	-5.691006	0.3588907	"RBPJ"
"A_23_P76034"	0.7582746	0.295	-1.0938069	-5.631873	-0.386039	"NECTIN1"
"A_23_P255215"	0.8536225	0.482	0.7238853	-5.957732	0.1583586	"RP9"
"A_33_P3339103"	0.7299098	0.249	1.2090325	-5.507842	0.2115229	"POLR1C"
"A_23_P70409"	0.9683829	0.856	0.1854453	-6.206214	0.0363552	"POLR1C"
"A_24_P277615"	0.5576721	0.0911	-1.8305178	-4.690213	-1.5598374	"TRIM7"
"A_23_P371613"	0.8343941	0.441	-0.7963877	-5.903132	-0.1419446	"CHCHD1"
"A_33_P3257703"	0.7848181	0.343	0.9863516	-5.738313	0.292323	"C9orf131"
"A_24_P41021"	0.8889064	0.565	0.5915061	-6.044974	0.1656088	"FBXO33"
